time_1,time_2,date_time
1:52:31.000 AM,5:45:36.000,2022-04-04 03:40:10
9:04:39.000 PM,5:25:20.000,2022-06-13 14:52:21
7:02:52.000 PM,0:44:44.000,2022-05-20 07:43:52
12:38:23.000 AM,14:52:34.000,2022-05-05 18:42:09
9:26:50.000 PM,4:45:28.000,2022-01-10 08:14:17
12:04:04.000 AM,2:29:12.000,2022-02-07 18:36:10
11:50:03.000 PM,14:42:52.000,2022-09-10 18:09:07
3:03:03.000 AM,4:57:07.000,2022-02-02 16:20:09
6:26:04.000 AM,9:48:22.000,2021-12-08 04:15:45
6:45:24.000 AM,9:50:02.000,2022-10-04 20:52:25
3:48:32.000 PM,3:58:23.000,2022-09-21 16:33:16
4:13:43.000 AM,10:13:04.000,2022-08-26 07:22:49
2:08:38.000 AM,1:43:40.000,2022-01-21 02:31:30
4:26:43.000 AM,4:04:52.000,2022-03-28 22:58:28
1:07:12.000 AM,8:05:52.000,2022-06-06 01:36:38
11:31:12.000 PM,15:12:47.000,2022-05-07 23:56:56
7:37:58.000 PM,1:41:27.000,2022-07-27 14:32:25
4:36:10.000 PM,16:33:19.000,2022-06-09 14:46:24
10:52:29.000 PM,17:13:49.000,2022-01-06 14:15:04
8:45:09.000 PM,8:05:36.000,2022-05-12 06:48:01
11:53:12.000 PM,2:18:52.000,2022-08-31 01:12:05
1:02:59.000 AM,16:35:15.000,2022-03-22 16:01:02
11:01:01.000 PM,11:01:13.000,2022-05-04 11:33:48
2:16:58.000 AM,17:05:59.000,2021-11-17 04:57:37
3:04:24.000 AM,17:52:02.000,2022-05-18 04:57:37
4:01:36.000 PM,8:17:56.000,2022-10-16 14:55:31
2:25:06.000 AM,19:29:20.000,2022-07-12 01:07:13
5:47:27.000 AM,11:28:39.000,2022-03-30 00:58:49
10:20:35.000 AM,21:57:54.000,2022-09-26 02:49:40
5:44:15.000 AM,14:20:20.000,2022-09-08 06:38:16
6:12:55.000 AM,17:10:27.000,2022-08-15 09:03:28
11:26:06.000 AM,17:31:27.000,2022-04-02 20:52:47
8:57:41.000 AM,18:36:02.000,2021-12-02 11:06:45
6:13:12.000 AM,20:40:15.000,2021-12-23 20:53:30
5:41:14.000 PM,23:47:48.000,2022-04-28 13:52:31
7:09:41.000 PM,8:01:40.000,2022-10-10 19:29:17
12:52:56.000 PM,14:24:51.000,2022-06-19 16:10:50
7:29:47.000 PM,17:04:44.000,2021-12-06 07:01:17
5:25:49.000 PM,14:20:14.000,2022-05-17 09:36:25
3:08:28.000 PM,5:00:00.000,2022-07-12 17:21:35
10:29:24.000 PM,5:54:49.000,2022-09-10 18:44:57
4:31:55.000 AM,17:23:06.000,2022-01-27 11:22:32
3:59:28.000 AM,6:54:31.000,2022-08-24 20:39:36
12:58:38.000 AM,4:00:29.000,2021-10-30 06:19:17
9:41:38.000 AM,6:21:48.000,2022-04-23 11:16:42
2:13:38.000 PM,23:37:57.000,2022-09-12 23:50:21
2:28:54.000 AM,17:52:59.000,2022-01-14 22:59:40
9:40:51.000 PM,12:14:03.000,2022-03-25 10:10:11
11:29:47.000 PM,20:54:43.000,2022-06-19 13:58:30
8:42:18.000 PM,6:21:07.000,2022-09-10 23:22:46
2:08:39.000 PM,7:52:16.000,2022-06-08 16:10:12
9:36:07.000 AM,13:17:32.000,2022-06-27 01:36:20
4:08:30.000 PM,13:00:29.000,2022-02-10 23:57:24
2:32:15.000 PM,1:23:04.000,2022-08-21 06:17:29
11:32:27.000 AM,15:01:11.000,2021-11-01 17:38:01
5:43:38.000 AM,14:35:49.000,2022-08-14 07:19:09
6:02:19.000 AM,18:04:37.000,2022-03-01 09:38:02
12:33:12.000 PM,0:12:58.000,2022-08-23 04:55:06
3:50:50.000 AM,5:42:33.000,2022-06-03 15:35:02
8:38:59.000 AM,16:53:35.000,2021-12-10 18:32:54
11:08:01.000 AM,14:19:40.000,2022-04-23 17:59:58
11:55:26.000 PM,8:12:50.000,2022-03-25 01:32:06
6:48:10.000 AM,12:17:42.000,2021-12-27 00:05:38
1:58:14.000 PM,22:54:42.000,2022-01-26 19:29:51
9:32:38.000 AM,15:20:01.000,2022-04-01 08:00:59
11:35:29.000 PM,7:28:46.000,2021-11-13 02:39:03
11:50:00.000 PM,1:26:06.000,2021-12-27 16:00:57
9:43:54.000 AM,16:26:28.000,2021-11-24 23:44:29
10:43:13.000 AM,3:14:30.000,2022-09-28 00:11:50
3:30:34.000 AM,6:28:16.000,2021-12-17 03:03:28
6:27:08.000 AM,2:01:58.000,2022-08-23 23:58:56
9:19:49.000 PM,4:03:55.000,2022-06-04 12:06:05
9:11:35.000 PM,21:23:35.000,2022-05-12 13:54:42
5:05:11.000 AM,7:01:13.000,2022-10-24 15:03:19
4:21:41.000 PM,12:29:10.000,2022-02-21 14:02:09
10:16:52.000 PM,17:36:04.000,2022-02-22 07:06:01
1:23:56.000 PM,8:13:44.000,2022-07-31 17:05:29
12:45:10.000 PM,23:38:54.000,2021-11-04 10:51:37
9:51:26.000 PM,20:05:28.000,2022-03-02 08:09:59
11:32:52.000 PM,22:26:08.000,2022-07-30 15:54:06
1:25:48.000 PM,10:38:32.000,2022-08-26 11:31:54
9:36:25.000 AM,21:58:14.000,2022-09-19 12:06:14
4:29:57.000 PM,14:53:56.000,2022-05-21 14:26:03
11:59:52.000 AM,19:31:19.000,2022-06-12 17:50:28
6:22:54.000 PM,14:09:37.000,2022-09-04 11:18:04
2:11:45.000 PM,10:41:22.000,2022-07-30 01:11:57
7:04:49.000 AM,3:59:29.000,2022-01-24 11:39:06
5:18:39.000 AM,1:04:07.000,2022-01-30 10:20:29
2:37:55.000 AM,8:26:37.000,2021-12-10 14:26:54
6:37:51.000 PM,12:52:14.000,2021-12-25 19:37:55
3:36:32.000 PM,17:25:35.000,2022-09-23 21:48:55
9:23:59.000 PM,16:42:59.000,2022-09-02 20:29:58
11:12:04.000 AM,21:26:46.000,2022-03-22 18:52:57
4:30:39.000 AM,15:39:40.000,2022-05-03 13:47:16
3:51:36.000 AM,5:46:21.000,2022-02-09 12:23:01
3:43:02.000 PM,20:22:52.000,2022-03-28 00:51:22
11:12:22.000 AM,18:55:09.000,2021-12-15 17:34:01
12:17:33.000 AM,1:36:19.000,2022-03-17 13:35:23
5:24:41.000 AM,23:35:25.000,2022-02-01 10:48:12
6:04:38.000 PM,0:52:20.000,2022-07-17 20:44:44
2:29:14.000 PM,13:58:21.000,2021-12-06 15:14:56
2:33:54.000 PM,3:33:00.000,2022-02-03 11:03:51
3:19:34.000 AM,23:06:05.000,2022-08-14 02:37:58
5:55:11.000 AM,15:00:34.000,2022-03-18 20:10:22
2:03:23.000 PM,19:25:34.000,2022-04-09 03:33:43
8:15:23.000 AM,20:06:21.000,2022-03-15 07:07:05
4:49:41.000 PM,6:23:27.000,2022-09-26 12:14:17
8:43:00.000 PM,16:58:50.000,2022-01-18 20:07:00
4:36:59.000 PM,0:26:21.000,2022-06-03 22:37:37
9:59:25.000 AM,18:16:28.000,2022-09-10 03:09:37
5:42:10.000 PM,9:48:22.000,2022-05-30 22:54:23
6:27:43.000 PM,11:57:24.000,2022-01-24 15:00:37
5:27:36.000 AM,8:45:13.000,2022-03-13 14:28:25
1:56:05.000 AM,1:34:04.000,2022-01-10 15:54:51
8:10:32.000 PM,3:35:34.000,2022-09-19 11:05:53
8:52:47.000 AM,15:19:26.000,2022-03-27 03:01:34
2:50:12.000 PM,16:34:06.000,2022-07-03 07:10:04
9:12:06.000 PM,2:19:29.000,2021-12-15 05:47:07
12:57:08.000 AM,7:18:44.000,2022-05-01 13:39:13
10:48:56.000 AM,18:30:26.000,2021-11-16 05:51:53
6:09:08.000 PM,4:13:08.000,2022-08-15 18:39:57
7:12:47.000 AM,7:22:18.000,2022-03-01 23:58:59
12:17:36.000 PM,18:36:40.000,2021-11-04 03:44:29
11:44:56.000 AM,16:32:01.000,2022-06-23 20:10:39
11:18:31.000 PM,11:28:00.000,2022-02-07 16:22:35
10:59:19.000 PM,16:43:33.000,2021-11-03 10:25:01
1:44:22.000 AM,16:03:21.000,2022-08-03 20:06:57
3:11:29.000 AM,6:48:03.000,2021-11-22 04:39:13
4:38:22.000 AM,2:06:06.000,2022-09-26 02:30:27
6:28:45.000 AM,5:15:58.000,2022-03-19 13:28:59
11:42:21.000 PM,22:36:44.000,2022-10-27 23:33:05
4:00:13.000 AM,2:30:36.000,2022-05-22 12:08:51
9:45:09.000 PM,22:48:21.000,2021-12-14 06:42:06
5:04:26.000 AM,17:42:07.000,2022-02-09 23:14:20
1:31:49.000 PM,1:42:20.000,2022-03-31 19:30:54
1:40:38.000 AM,19:18:12.000,2022-01-10 11:41:36
12:53:03.000 PM,9:30:40.000,2022-08-10 14:21:37
11:08:07.000 PM,3:56:03.000,2022-06-09 17:11:41
6:05:15.000 AM,7:31:20.000,2022-05-28 20:49:32
11:55:43.000 AM,21:12:37.000,2022-02-10 19:15:19
10:54:53.000 AM,13:01:38.000,2022-02-15 04:57:47
7:43:08.000 AM,17:58:44.000,2022-02-26 18:42:25
3:12:11.000 AM,23:47:26.000,2021-10-28 05:24:55
8:30:08.000 PM,5:01:41.000,2022-09-22 16:05:49
8:09:35.000 AM,18:49:39.000,2022-03-25 23:04:27
3:18:22.000 AM,18:41:45.000,2022-04-09 12:11:36
4:24:27.000 AM,5:51:33.000,2022-05-26 11:18:21
10:15:26.000 PM,2:52:09.000,2021-10-29 15:45:48
8:54:31.000 AM,12:06:12.000,2022-03-19 14:03:40
11:23:06.000 AM,5:09:38.000,2022-05-19 00:38:36
10:52:32.000 PM,1:36:12.000,2022-02-13 23:18:36
9:37:22.000 PM,21:57:06.000,2021-11-24 22:37:21
1:57:55.000 PM,2:18:41.000,2022-09-14 05:12:51
12:27:28.000 AM,2:47:21.000,2022-03-08 10:06:04
3:10:27.000 PM,0:42:31.000,2022-09-09 17:59:22
1:22:46.000 PM,4:29:46.000,2022-09-01 06:12:36
9:15:10.000 PM,20:25:20.000,2022-08-24 09:40:28
8:56:04.000 PM,17:26:08.000,2022-09-24 04:03:30
9:46:45.000 PM,12:46:36.000,2022-03-19 23:05:11
3:50:08.000 PM,4:58:13.000,2022-09-09 20:16:08
4:21:15.000 AM,14:33:27.000,2022-09-22 07:00:28
3:57:44.000 AM,3:26:47.000,2022-08-05 21:08:49
1:40:06.000 AM,9:12:07.000,2022-05-20 19:03:58
10:30:26.000 AM,5:07:00.000,2022-04-23 20:28:02
2:12:48.000 PM,8:23:22.000,2022-05-25 01:43:11
10:53:03.000 AM,8:05:47.000,2022-05-19 23:33:59
2:39:37.000 PM,7:27:14.000,2022-07-17 02:29:27
10:31:11.000 PM,18:33:54.000,2022-10-07 07:48:10
7:33:05.000 PM,15:38:54.000,2022-08-31 00:25:26
4:27:19.000 AM,10:46:23.000,2022-02-07 16:23:52
11:50:49.000 AM,15:07:59.000,2022-03-16 13:24:13
3:52:19.000 AM,2:16:59.000,2022-05-10 13:48:42
2:09:29.000 AM,9:41:10.000,2022-01-12 15:52:45
1:58:47.000 PM,9:00:25.000,2022-08-18 01:40:01
9:48:42.000 AM,8:49:12.000,2022-03-25 19:52:22
2:56:33.000 PM,0:56:00.000,2022-02-19 17:39:55
8:47:18.000 PM,15:45:53.000,2022-05-31 17:09:19
2:13:59.000 AM,9:00:36.000,2022-07-16 12:26:21
3:56:21.000 AM,15:18:09.000,2022-01-17 05:12:08
7:59:31.000 PM,21:07:08.000,2022-07-10 10:15:34
2:39:11.000 AM,8:24:28.000,2022-07-23 23:04:46
2:24:02.000 AM,0:31:27.000,2022-09-22 21:36:28
4:05:10.000 PM,19:16:14.000,2021-11-11 13:10:37
10:45:18.000 PM,0:50:25.000,2022-05-17 14:13:30
11:10:58.000 PM,6:44:00.000,2021-11-06 18:45:36
6:44:09.000 AM,14:23:43.000,2022-03-26 23:55:35
2:24:15.000 PM,16:46:58.000,2022-02-03 08:55:53
4:23:33.000 AM,4:59:11.000,2022-02-04 05:12:00
3:18:44.000 PM,17:58:39.000,2021-11-06 07:42:39
6:56:15.000 AM,8:58:04.000,2021-11-01 13:37:20
10:11:11.000 AM,19:16:33.000,2022-02-08 17:02:43
12:03:59.000 PM,3:51:12.000,2022-09-17 16:52:22
4:17:06.000 AM,19:39:27.000,2022-03-28 23:49:55
7:05:47.000 AM,13:09:14.000,2021-11-27 04:47:32
7:27:29.000 PM,5:16:47.000,2022-05-03 04:35:55
5:14:12.000 PM,16:19:02.000,2022-07-29 07:37:21
7:08:10.000 AM,13:37:50.000,2022-01-04 06:37:17
5:34:29.000 PM,22:50:28.000,2022-10-16 08:52:25
11:34:11.000 PM,16:28:12.000,2021-12-23 22:02:57
4:05:01.000 AM,7:52:04.000,2022-04-06 02:27:07
10:11:15.000 AM,11:18:10.000,2022-08-01 15:51:45
5:44:29.000 AM,13:00:32.000,2022-04-21 20:12:48
6:09:23.000 AM,13:55:57.000,2022-08-23 10:41:10
1:13:27.000 AM,19:21:37.000,2022-04-07 01:19:03
12:23:28.000 PM,17:38:29.000,2022-10-10 17:28:15
8:02:37.000 AM,23:37:42.000,2022-01-13 07:08:01
1:41:06.000 PM,0:36:26.000,2022-08-03 17:50:25
2:20:18.000 PM,15:32:33.000,2022-05-04 06:45:15
10:58:44.000 AM,6:28:49.000,2021-11-04 13:03:30
4:47:19.000 AM,14:52:59.000,2022-04-12 07:56:20
5:02:08.000 AM,17:48:54.000,2022-06-01 04:21:20
4:13:19.000 PM,3:40:26.000,2022-06-12 22:30:29
9:39:52.000 AM,9:40:30.000,2022-01-02 15:06:08
12:44:46.000 PM,0:12:35.000,2022-09-05 11:59:52
7:00:16.000 AM,17:20:47.000,2022-06-15 13:06:00
8:08:05.000 AM,16:17:01.000,2022-06-21 12:38:04
3:28:06.000 PM,7:00:19.000,2022-02-24 07:16:01
5:44:57.000 PM,17:17:48.000,2022-02-01 04:33:18
11:35:59.000 AM,3:29:19.000,2022-09-03 00:28:07
8:46:55.000 AM,17:39:18.000,2022-03-14 16:59:03
2:25:43.000 PM,5:59:45.000,2022-07-30 20:39:40
1:00:48.000 AM,5:43:48.000,2022-08-06 11:47:36
6:02:33.000 AM,0:59:41.000,2022-05-04 01:49:51
12:16:42.000 AM,7:46:32.000,2021-12-22 15:55:18
12:27:25.000 PM,21:02:45.000,2022-04-19 17:53:00
11:01:21.000 AM,5:35:28.000,2022-06-04 21:31:41
10:35:12.000 PM,3:31:54.000,2022-01-25 20:03:05
4:13:18.000 AM,8:55:19.000,2022-07-26 20:27:48
9:32:40.000 PM,9:20:54.000,2022-06-27 01:26:12
5:56:18.000 AM,3:07:10.000,2022-07-23 05:47:32
9:36:40.000 AM,9:15:27.000,2022-02-16 11:55:03
7:02:33.000 PM,13:38:09.000,2022-03-03 01:42:13
3:57:34.000 PM,22:55:23.000,2022-09-29 20:49:45
9:37:14.000 PM,0:05:02.000,2021-12-06 07:38:48
3:52:02.000 AM,7:08:43.000,2022-06-23 09:31:06
4:16:45.000 PM,8:37:27.000,2022-07-03 07:09:21
5:10:31.000 AM,17:28:09.000,2022-04-15 05:59:40
10:17:39.000 AM,16:41:21.000,2022-06-24 10:26:35
9:02:06.000 AM,0:44:09.000,2022-02-28 18:17:36
6:43:00.000 PM,21:17:45.000,2021-11-12 14:02:42
10:06:34.000 AM,12:13:50.000,2022-06-10 02:09:20
9:58:25.000 AM,12:33:14.000,2022-06-28 01:12:19
5:50:15.000 PM,20:14:04.000,2022-02-21 06:59:11
10:10:45.000 AM,7:53:06.000,2022-02-23 12:41:16
3:38:05.000 PM,19:06:45.000,2021-11-29 16:37:00
10:31:08.000 PM,1:59:24.000,2021-11-10 02:27:24
3:44:56.000 PM,18:11:41.000,2022-08-18 13:04:19
6:42:03.000 AM,16:49:39.000,2022-10-09 00:39:32
2:45:07.000 PM,11:27:24.000,2022-05-21 00:28:05
6:32:41.000 PM,17:52:36.000,2021-12-15 18:24:00
4:49:58.000 PM,1:43:55.000,2022-01-16 16:44:25
12:35:37.000 AM,20:22:37.000,2022-07-23 11:18:05
11:18:34.000 AM,4:30:16.000,2022-03-06 02:20:12
7:30:24.000 PM,17:37:54.000,2022-04-21 16:24:20
2:51:18.000 PM,22:46:23.000,2021-12-13 20:22:16
4:05:33.000 PM,3:59:17.000,2022-04-04 17:23:39
9:31:01.000 AM,5:02:26.000,2022-01-06 11:32:53
4:25:23.000 PM,22:00:10.000,2021-11-11 13:05:20
5:10:53.000 PM,13:32:44.000,2022-07-26 02:43:35
11:47:21.000 PM,6:39:15.000,2022-07-27 18:15:28
3:53:12.000 AM,2:38:48.000,2022-08-08 02:33:25
5:51:49.000 AM,1:12:36.000,2021-12-11 05:22:00
7:40:32.000 PM,20:49:15.000,2022-07-13 07:39:10
9:00:30.000 PM,17:22:00.000,2022-05-06 01:19:01
10:19:05.000 PM,6:54:31.000,2021-12-09 21:33:16
8:53:43.000 AM,10:12:27.000,2022-04-17 22:43:09
2:47:07.000 PM,1:51:57.000,2022-04-29 22:45:48
2:02:54.000 AM,7:58:42.000,2022-01-07 08:21:08
9:05:44.000 AM,7:20:27.000,2022-06-15 01:59:45
1:23:21.000 PM,23:03:47.000,2022-06-15 22:31:01
12:26:44.000 AM,1:39:06.000,2022-10-24 13:46:05
6:57:18.000 PM,6:04:33.000,2022-06-10 08:02:00
6:52:45.000 AM,4:37:51.000,2021-12-08 14:17:17
5:02:05.000 AM,3:31:56.000,2022-01-14 16:58:11
11:04:31.000 AM,7:54:35.000,2022-04-27 04:35:49
2:32:27.000 PM,11:29:06.000,2021-12-19 09:42:12
8:13:41.000 AM,13:42:50.000,2021-11-24 17:55:59
9:04:05.000 AM,9:17:06.000,2022-06-04 08:58:35
10:37:06.000 AM,3:30:57.000,2022-06-13 18:17:09
7:43:16.000 PM,8:39:11.000,2022-05-14 14:25:42
1:51:07.000 AM,1:48:46.000,2022-09-09 12:17:26
6:44:57.000 PM,9:19:59.000,2022-01-14 04:13:33
1:23:16.000 PM,18:28:29.000,2022-03-29 12:23:56
4:25:51.000 AM,9:28:19.000,2022-05-18 01:24:08
6:54:13.000 PM,3:06:03.000,2021-12-07 02:48:03
4:25:55.000 PM,7:02:24.000,2021-10-31 01:16:07
4:29:33.000 PM,5:43:49.000,2022-01-11 11:22:34
5:54:23.000 AM,17:53:43.000,2022-02-03 07:52:43
5:27:33.000 AM,19:59:26.000,2022-04-09 03:44:00
4:55:21.000 AM,16:23:25.000,2022-07-27 17:06:52
3:33:19.000 AM,3:16:21.000,2022-03-24 16:12:09
8:15:28.000 PM,14:38:03.000,2022-02-09 21:03:30
8:03:35.000 AM,17:12:49.000,2022-10-17 13:27:31
6:32:42.000 PM,20:34:36.000,2021-12-16 03:51:25
7:53:40.000 PM,22:43:01.000,2021-12-20 23:24:11
9:15:31.000 AM,20:43:17.000,2021-12-30 22:19:08
5:30:46.000 PM,7:50:51.000,2022-09-04 23:29:54
6:06:17.000 AM,1:49:18.000,2021-12-15 18:29:57
6:50:33.000 AM,23:32:14.000,2022-08-20 09:14:26
12:09:46.000 PM,18:41:39.000,2022-02-22 12:45:39
4:52:30.000 PM,23:43:20.000,2022-04-21 01:24:13
8:22:04.000 PM,0:46:01.000,2022-04-27 16:58:50
7:40:44.000 PM,3:44:40.000,2022-06-28 23:50:21
6:41:44.000 PM,20:12:48.000,2022-06-23 18:31:24
7:22:42.000 AM,5:07:06.000,2022-04-29 14:56:12
7:20:13.000 AM,23:50:45.000,2021-11-07 14:04:00
11:37:18.000 PM,10:09:03.000,2022-08-19 18:39:57
9:37:12.000 PM,7:22:35.000,2022-05-26 17:26:56
1:59:29.000 PM,7:28:47.000,2022-03-12 16:40:35
11:03:03.000 AM,8:45:52.000,2022-08-12 23:37:31
1:22:58.000 AM,16:36:37.000,2022-05-06 20:37:14
12:40:06.000 PM,8:34:43.000,2022-04-13 21:48:13
5:26:42.000 PM,2:49:24.000,2022-03-27 22:30:19
12:10:24.000 PM,6:10:38.000,2021-11-25 07:12:26
1:09:45.000 PM,20:44:43.000,2022-02-27 05:42:07
7:00:01.000 PM,10:50:13.000,2021-11-27 14:06:27
3:31:14.000 AM,5:43:14.000,2021-11-09 22:09:24
8:34:37.000 PM,7:08:03.000,2022-06-13 21:38:21
11:53:09.000 AM,17:41:22.000,2022-10-04 21:06:45
1:30:19.000 PM,12:37:29.000,2022-02-22 20:44:19
8:24:53.000 AM,2:03:52.000,2022-08-28 03:59:57
9:58:03.000 PM,2:39:35.000,2021-11-01 12:34:24
11:27:43.000 PM,17:45:23.000,2022-01-07 02:45:38
6:49:56.000 PM,6:35:21.000,2022-03-29 04:51:59
8:15:25.000 AM,1:55:04.000,2022-10-24 12:03:33
1:04:07.000 PM,14:44:20.000,2022-01-22 22:29:06
3:56:42.000 AM,5:30:38.000,2022-05-31 14:02:12
2:01:27.000 PM,20:50:58.000,2022-04-26 12:44:31
7:42:44.000 AM,22:13:20.000,2022-05-15 00:47:30
9:55:14.000 PM,1:32:55.000,2022-10-09 21:27:36
7:37:55.000 PM,19:39:17.000,2022-06-03 13:51:23
10:15:22.000 PM,8:07:40.000,2022-04-29 07:51:32
10:42:35.000 AM,5:49:55.000,2022-10-05 01:24:40
11:21:13.000 AM,19:33:06.000,2022-07-23 15:52:06
2:17:13.000 AM,17:36:17.000,2022-05-17 04:43:18
3:32:40.000 AM,9:50:12.000,2022-01-21 17:11:04
3:42:10.000 AM,20:26:06.000,2022-05-26 18:43:58
5:44:18.000 PM,17:06:18.000,2022-08-22 02:02:54
2:38:52.000 AM,11:07:21.000,2022-08-15 00:14:01
8:53:25.000 PM,7:43:16.000,2022-09-17 07:51:04
7:46:59.000 AM,1:16:01.000,2022-10-06 21:46:14
3:39:05.000 PM,18:16:13.000,2022-02-21 20:44:53
11:54:43.000 AM,2:57:15.000,2022-07-19 21:15:12
1:50:34.000 AM,13:35:13.000,2022-10-07 15:55:00
8:09:14.000 AM,22:40:23.000,2022-03-05 12:39:03
12:08:25.000 AM,23:58:03.000,2022-04-07 18:20:49
5:16:09.000 AM,13:53:12.000,2022-02-04 21:14:26
6:45:36.000 AM,22:39:09.000,2022-04-06 09:28:40
3:00:00.000 PM,14:32:43.000,2022-02-18 16:36:45
11:30:16.000 PM,4:41:49.000,2022-08-28 21:58:28
9:29:54.000 AM,3:21:14.000,2022-03-13 21:13:54
6:57:21.000 AM,3:20:25.000,2022-02-07 12:09:57
8:18:50.000 PM,20:44:53.000,2022-05-19 21:55:06
3:26:12.000 PM,2:53:32.000,2022-04-22 21:10:52
12:41:30.000 PM,22:53:09.000,2022-10-02 22:50:58
12:53:45.000 AM,3:35:00.000,2022-07-30 11:04:20
3:19:25.000 PM,11:41:42.000,2022-05-24 01:05:24
9:30:21.000 AM,3:34:17.000,2021-12-01 21:47:35
8:55:49.000 PM,23:18:54.000,2022-08-30 14:29:53
12:19:54.000 AM,13:04:00.000,2021-12-24 23:12:12
5:46:49.000 AM,11:36:14.000,2022-05-04 19:22:58
12:28:14.000 PM,11:53:43.000,2022-02-21 00:47:23
7:02:32.000 AM,23:55:07.000,2022-01-26 21:00:09
2:55:45.000 PM,22:04:03.000,2022-10-21 06:47:38
4:02:57.000 PM,22:39:54.000,2022-02-14 19:59:58
9:12:49.000 PM,12:27:11.000,2022-02-07 11:15:16
8:42:58.000 AM,22:38:08.000,2022-02-23 05:08:34
1:38:21.000 AM,20:02:39.000,2022-10-05 01:14:57
8:08:00.000 AM,17:30:59.000,2022-04-29 05:00:22
9:38:09.000 PM,7:04:17.000,2021-12-28 08:43:06
7:54:04.000 AM,13:26:43.000,2022-08-11 05:20:38
6:24:59.000 PM,10:24:46.000,2022-04-04 23:29:54
8:01:20.000 PM,18:58:42.000,2022-08-11 23:24:44
4:00:59.000 PM,4:41:02.000,2022-05-17 14:06:17
11:44:07.000 PM,12:03:45.000,2022-04-25 16:05:33
3:15:13.000 AM,21:28:53.000,2021-12-12 05:23:23
10:03:44.000 PM,9:18:48.000,2022-07-10 23:10:16
11:59:15.000 AM,14:07:06.000,2022-03-21 08:52:23
9:11:40.000 AM,17:22:49.000,2022-08-18 23:11:09
10:38:20.000 PM,4:43:27.000,2022-04-03 23:14:37
11:03:37.000 AM,19:17:28.000,2021-12-22 20:29:17
12:22:56.000 PM,16:28:14.000,2021-10-31 00:46:18
6:27:13.000 PM,13:03:31.000,2021-11-22 07:55:33
2:05:06.000 AM,2:54:33.000,2022-06-14 05:32:31
10:35:57.000 AM,14:54:16.000,2022-09-03 22:57:41
10:20:05.000 PM,0:14:13.000,2022-04-28 06:40:04
12:45:21.000 AM,2:57:43.000,2022-01-27 07:41:29
9:48:24.000 PM,14:47:08.000,2021-12-30 08:29:12
9:34:31.000 PM,17:21:22.000,2022-05-14 12:56:12
9:57:00.000 AM,20:23:39.000,2022-10-04 12:19:24
6:25:23.000 PM,12:08:24.000,2022-04-19 01:03:05
9:48:10.000 PM,0:48:14.000,2022-05-06 17:00:00
8:58:34.000 AM,2:45:08.000,2021-12-02 06:35:27
1:36:07.000 AM,14:15:39.000,2022-09-10 20:31:48
6:29:54.000 PM,4:47:48.000,2021-12-08 14:09:41
8:54:08.000 AM,0:50:03.000,2022-08-26 10:05:27
3:42:30.000 PM,21:21:43.000,2021-11-13 18:02:36
5:03:52.000 AM,1:23:42.000,2022-09-02 12:57:21
5:07:17.000 PM,10:27:15.000,2021-12-16 23:45:04
10:43:10.000 AM,21:59:10.000,2022-04-19 23:46:41
1:27:33.000 AM,0:05:21.000,2021-12-16 16:24:13
2:10:29.000 AM,9:02:36.000,2022-07-31 11:12:46
12:55:51.000 PM,8:35:10.000,2022-05-14 14:35:41
12:34:05.000 AM,2:07:21.000,2022-02-05 00:02:20
4:28:19.000 AM,1:30:45.000,2021-12-20 18:13:31
8:54:57.000 AM,2:37:21.000,2022-07-21 09:02:17
7:07:53.000 PM,9:39:23.000,2022-07-27 15:16:13
9:09:30.000 AM,4:35:35.000,2022-07-27 19:49:27
1:58:26.000 PM,14:22:35.000,2022-02-20 15:48:43
4:57:29.000 PM,23:07:30.000,2022-02-13 05:18:11
11:37:26.000 PM,7:54:14.000,2022-09-06 02:15:28
7:26:02.000 PM,11:18:16.000,2022-04-02 22:48:15
12:07:53.000 AM,14:58:04.000,2022-08-03 01:17:43
8:15:33.000 PM,6:01:52.000,2022-01-29 16:22:06
4:49:20.000 AM,14:34:10.000,2022-09-19 11:25:36
6:10:09.000 PM,12:17:49.000,2022-09-26 11:19:37
9:23:44.000 PM,4:10:18.000,2022-04-02 13:09:25
10:08:58.000 PM,2:11:15.000,2022-07-17 12:23:52
11:39:04.000 PM,8:35:46.000,2022-10-05 03:06:04
5:42:47.000 AM,3:33:14.000,2022-02-17 06:50:16
5:37:29.000 PM,19:09:15.000,2022-01-09 15:51:43
7:37:25.000 PM,22:06:46.000,2022-03-07 13:35:47
5:54:31.000 PM,13:43:40.000,2021-11-19 04:20:35
2:49:22.000 AM,22:36:28.000,2022-02-13 04:55:48
5:44:29.000 PM,5:12:10.000,2022-08-10 04:31:53
12:52:51.000 AM,15:01:45.000,2022-01-13 02:45:47
4:21:24.000 AM,5:24:32.000,2022-08-23 13:33:46
3:59:52.000 PM,22:43:24.000,2022-08-04 05:22:00
1:27:18.000 AM,5:28:24.000,2022-05-17 06:16:13
3:27:00.000 PM,6:07:32.000,2022-04-25 02:53:12
5:34:14.000 PM,1:17:13.000,2022-06-12 11:35:53
2:45:52.000 PM,11:33:31.000,2021-11-09 09:13:52
12:36:43.000 PM,9:06:30.000,2022-08-04 06:34:11
6:41:53.000 PM,4:39:02.000,2022-05-23 14:30:20
7:49:25.000 AM,21:37:39.000,2022-01-27 10:38:42
2:20:00.000 AM,21:45:53.000,2021-11-15 03:53:06
6:50:44.000 PM,14:06:05.000,2022-01-01 09:17:26
