from_date,to_date,from_datetime,to_datetime
2019-06-30,2021-08-06,2019-09-01 08:27:33,2021-10-09 18:13:17
2019-10-28,2021-10-31,2019-04-06 20:34:22,2021-05-16 08:03:50
2018-12-21,2021-10-01,2019-06-23 20:42:58,2020-11-01 12:14:59
2019-07-26,2021-02-17,2019-08-26 13:38:18,2021-05-12 01:22:16
2019-05-19,2021-05-20,2019-03-24 13:18:39,2020-12-08 02:18:36
2019-05-20,2021-02-23,2019-09-27 14:17:39,2021-10-24 09:00:33
2019-06-09,2020-12-28,2019-07-18 21:16:14,2021-07-02 02:43:57
2019-04-15,2021-06-23,2019-03-22 01:02:28,2021-07-15 00:59:31
2019-02-04,2021-05-21,2019-09-05 07:06:14,2021-01-10 18:46:16
2019-10-19,2021-06-03,2019-09-02 22:47:38,2021-03-10 15:48:07
2018-12-07,2020-12-22,2019-03-29 15:41:04,2021-08-09 15:28:47
2019-07-29,2021-07-21,2019-01-19 02:19:45,2020-11-16 17:57:22
2019-03-22,2021-05-27,2019-09-29 16:43:12,2021-03-09 22:59:33
2019-06-30,2021-04-30,2018-12-12 07:38:13,2021-01-20 14:47:26
2019-05-01,2021-02-06,2019-05-01 12:08:27,2021-09-20 18:44:13
2019-10-27,2021-06-22,2019-09-02 04:43:24,2021-07-17 14:43:32
2019-03-02,2021-01-12,2018-12-09 08:18:29,2021-09-01 23:36:31
2019-02-06,2021-10-26,2019-07-28 14:34:40,2020-11-07 08:27:27
2019-07-07,2021-08-04,2019-02-26 10:42:35,2021-02-04 08:13:17
2018-12-21,2021-10-17,2019-05-19 08:33:55,2021-06-07 05:01:47
2019-10-03,2020-11-01,2018-11-09 14:40:49,2021-03-14 16:35:27
2018-12-24,2021-10-23,2018-11-01 08:41:06,2021-06-01 01:02:04
2019-07-23,2020-12-07,2019-06-25 13:55:05,2021-02-11 08:33:42
2019-08-06,2021-09-03,2018-11-18 17:01:40,2021-08-17 23:37:18
2018-12-31,2021-10-02,2019-05-03 06:49:45,2020-12-24 20:08:28
2019-08-26,2021-08-06,2019-03-19 17:58:38,2021-01-23 18:22:02
2019-01-10,2020-12-19,2019-10-21 09:59:08,2021-09-30 03:02:48
2019-01-31,2021-10-28,2019-01-04 12:03:35,2021-01-16 09:52:27
2018-12-27,2021-07-15,2019-02-19 02:45:12,2021-08-19 20:25:48
2019-06-09,2021-07-29,2018-12-02 14:17:40,2021-04-17 01:45:51
2019-09-11,2021-03-23,2019-08-18 20:49:41,2021-03-30 05:18:02
2018-12-23,2021-07-07,2019-01-19 10:12:57,2021-07-04 12:00:45
2019-01-13,2021-03-01,2018-11-08 00:58:02,2021-02-09 01:27:23
2018-12-07,2021-08-31,2019-09-19 23:20:34,2021-08-15 20:32:08
2019-04-29,2020-12-23,2019-03-18 07:28:14,2021-07-07 01:39:59
2018-11-09,2021-09-17,2019-01-03 20:48:39,2021-01-07 12:19:52
2019-08-01,2021-05-13,2018-12-13 19:36:50,2021-10-23 00:40:01
2019-02-24,2021-02-01,2019-09-02 17:04:18,2021-02-08 04:57:51
2019-03-03,2021-10-05,2019-04-18 21:33:15,2021-07-07 00:25:44
2019-05-03,2020-12-13,2019-05-19 16:19:33,2020-12-25 18:49:43
2019-02-09,2021-08-17,2019-10-13 02:32:27,2020-11-14 18:03:51
2019-03-07,2021-03-17,2019-04-26 17:25:03,2021-03-03 18:28:57
2019-09-28,2021-01-03,2019-01-10 02:32:57,2021-07-05 22:23:37
2019-06-05,2021-10-07,2019-04-13 21:54:55,2021-09-21 04:40:01
2019-02-11,2021-03-26,2019-09-28 16:51:03,2021-09-06 15:31:40
2019-06-06,2021-10-23,2019-04-15 00:59:49,2021-06-17 12:48:09
2019-06-02,2021-07-08,2019-01-14 14:15:59,2021-10-25 06:47:46
2019-10-26,2021-03-20,2019-08-04 20:58:48,2021-09-29 02:55:09
2019-09-01,2021-05-20,2019-02-11 18:39:50,2021-07-27 22:45:56
2019-10-26,2021-10-17,2019-09-26 07:09:23,2021-07-06 11:47:29
2019-08-07,2020-12-17,2019-03-21 05:49:46,2020-11-10 17:04:38
2019-08-29,2021-07-12,2019-07-15 14:27:25,2021-08-12 01:28:07
2019-06-13,2020-11-02,2019-05-28 05:21:13,2020-12-19 19:23:51
2019-02-09,2021-07-07,2019-07-17 11:58:31,2020-11-17 10:57:11
2019-04-30,2021-08-27,2019-09-28 19:57:58,2021-06-26 23:36:26
2019-08-13,2021-03-13,2018-12-13 04:53:23,2021-09-05 07:25:17
2019-08-07,2021-09-21,2019-03-13 16:55:18,2021-02-28 15:21:42
2019-03-04,2021-03-13,2019-08-05 13:31:41,2021-10-21 21:23:09
2019-03-24,2021-01-03,2019-08-02 09:19:19,2021-09-27 00:19:01
2019-10-04,2021-10-23,2019-10-05 12:19:35,2020-11-20 23:57:33
2019-02-06,2020-11-29,2019-02-02 05:24:01,2021-09-02 03:18:07
2019-10-07,2021-09-25,2019-09-06 07:17:24,2021-01-18 00:32:38
2019-06-14,2021-02-28,2018-12-14 14:04:30,2021-06-22 03:14:07
2019-04-24,2021-06-29,2019-04-21 08:51:30,2021-01-17 23:21:42
2019-10-28,2021-08-13,2019-10-13 06:22:02,2020-12-04 07:26:26
2019-04-05,2021-01-30,2019-08-11 19:40:08,2021-08-14 09:23:00
2019-03-26,2021-09-29,2019-09-04 23:57:34,2021-07-13 11:41:25
2018-12-01,2021-06-13,2019-07-15 12:55:55,2021-05-13 21:01:37
2019-03-02,2021-03-28,2019-07-31 10:17:59,2021-08-26 01:33:14
2019-03-06,2021-07-26,2019-06-13 09:28:55,2020-11-08 06:53:36
2019-04-05,2021-06-18,2019-02-08 02:03:56,2021-08-30 03:37:40
2019-08-10,2020-11-17,2019-06-26 05:34:07,2021-02-01 07:54:32
2019-05-20,2021-10-13,2019-01-14 11:53:27,2020-12-12 16:50:45
2019-08-17,2020-11-02,2019-09-26 19:35:33,2020-11-14 22:15:38
2019-07-26,2021-03-21,2019-08-17 18:19:06,2021-08-08 22:45:53
2019-05-29,2021-08-19,2019-03-08 09:41:27,2021-02-01 15:03:04
2019-04-10,2021-06-29,2019-02-19 09:35:30,2021-09-17 01:00:30
2019-08-26,2021-03-19,2019-06-15 12:31:23,2021-06-29 00:24:10
2019-08-07,2021-02-07,2019-07-04 05:54:57,2021-05-14 13:57:44
2018-12-17,2021-10-16,2019-08-25 01:12:20,2021-02-14 16:34:18
2019-04-26,2021-10-10,2019-01-23 04:32:16,2021-08-24 09:39:39
2019-03-03,2021-09-16,2018-12-22 13:24:48,2021-08-22 15:52:42
2018-11-21,2021-08-15,2019-02-07 09:56:51,2021-03-21 17:21:58
2019-09-21,2021-07-10,2019-10-13 07:46:40,2021-04-19 06:27:46
2019-09-24,2020-12-30,2019-09-02 18:58:31,2021-04-23 00:07:12
2019-07-28,2021-05-20,2019-08-01 13:25:22,2021-02-17 20:33:00
2019-02-20,2021-03-04,2019-07-29 17:04:28,2021-06-26 13:40:12
2019-01-24,2021-09-29,2019-04-02 00:15:46,2021-06-08 16:17:17
2019-06-20,2021-06-11,2019-04-20 15:09:16,2021-03-04 01:52:52
2019-09-24,2021-10-25,2018-11-15 08:56:07,2020-11-10 19:16:59
2019-03-28,2021-07-21,2019-04-23 18:42:13,2020-11-01 15:34:34
2019-01-21,2021-04-21,2019-10-16 20:37:14,2020-12-14 22:09:33
2019-01-09,2021-09-30,2019-03-13 12:49:54,2021-03-14 22:44:39
2019-02-21,2021-08-05,2019-04-29 04:31:17,2021-09-09 11:12:39
2019-07-21,2021-04-07,2019-02-27 20:09:17,2021-04-01 01:00:05
2019-08-27,2020-12-20,2019-09-02 02:17:08,2021-03-27 05:36:19
2019-09-30,2021-10-19,2019-08-31 08:39:40,2021-01-01 00:56:04
2019-10-21,2021-06-28,2018-11-02 02:35:23,2021-01-03 19:55:58
2019-03-15,2020-12-06,2019-10-14 22:28:59,2021-05-25 22:16:39
2019-06-05,2021-08-19,2019-03-17 02:50:38,2021-09-06 11:07:15
2019-10-30,2021-04-07,2019-05-30 06:02:58,2021-09-28 19:17:16
2019-05-05,2021-03-28,2019-05-13 14:08:56,2020-11-09 21:14:00
2019-04-30,2021-01-13,2019-01-18 16:23:17,2021-05-12 07:09:57
2019-06-05,2021-07-27,2019-09-13 17:15:00,2021-06-05 06:32:48
2019-09-25,2021-05-17,2019-10-27 08:35:30,2021-05-11 12:24:57
2019-03-18,2021-01-01,2019-06-26 14:59:11,2021-05-10 05:54:00
2019-04-22,2021-01-14,2019-01-01 04:41:13,2020-11-06 13:40:03
2019-03-29,2021-09-03,2019-09-06 08:06:28,2021-02-12 04:37:26
2018-12-20,2020-12-11,2019-05-14 12:49:28,2021-05-19 03:04:09
2019-04-30,2021-08-30,2019-08-21 09:35:32,2021-01-20 04:15:11
2019-08-17,2021-04-08,2019-07-25 03:57:09,2021-03-08 19:47:31
2019-05-22,2021-01-17,2019-03-03 22:20:25,2021-02-05 18:18:30
2019-06-13,2021-05-05,2019-09-02 11:22:51,2021-03-18 09:44:15
2018-11-07,2021-07-19,2019-01-16 16:23:31,2021-10-17 13:48:57
2019-02-18,2020-12-17,2018-11-24 06:58:25,2021-10-10 14:24:49
2019-05-12,2021-02-09,2019-03-17 00:20:29,2020-11-15 21:59:24
2019-08-28,2021-03-29,2018-11-11 05:45:30,2021-02-14 03:07:50
2019-05-11,2021-09-17,2018-11-19 20:42:43,2020-12-02 05:17:37
2019-06-30,2021-06-14,2019-09-05 22:06:19,2021-05-12 19:40:38
2018-12-14,2021-04-05,2019-03-11 09:45:12,2021-05-30 20:01:49
2019-04-19,2021-03-09,2018-12-28 19:55:20,2021-08-12 23:02:24
2019-10-15,2021-08-18,2019-07-01 23:22:01,2021-02-11 14:37:51
2019-10-14,2021-01-21,2019-05-22 08:27:26,2021-07-02 06:40:28
2019-07-16,2020-12-19,2019-02-20 19:55:16,2021-09-05 04:01:47
2019-08-26,2021-08-17,2019-08-21 21:47:11,2021-09-07 06:59:56
2019-10-01,2021-02-09,2019-06-17 15:14:40,2021-01-06 16:31:18
2019-09-28,2021-08-26,2019-05-20 14:11:29,2021-05-25 22:19:44
2019-10-02,2021-04-22,2019-03-22 21:58:51,2021-01-04 15:16:05
2018-11-03,2020-12-30,2019-09-11 19:11:11,2021-01-04 16:45:28
2019-07-09,2021-10-17,2018-12-19 19:57:11,2020-11-25 11:32:16
2019-10-12,2020-11-29,2019-08-15 00:22:19,2021-01-06 10:03:40
2019-05-15,2021-02-17,2019-01-05 11:26:18,2021-02-12 07:05:41
2018-12-24,2021-07-02,2019-08-20 03:39:15,2021-06-22 06:57:07
2019-10-28,2021-02-14,2019-09-05 01:11:02,2021-03-29 21:33:59
2019-07-14,2020-12-21,2019-04-26 05:32:57,2020-11-25 14:09:22
2019-05-25,2021-10-11,2018-11-18 02:32:11,2021-08-16 14:19:33
2019-03-31,2021-05-12,2019-08-27 06:43:29,2020-12-04 03:55:03
2019-08-22,2020-12-25,2019-09-08 08:18:22,2021-05-23 14:41:54
2019-03-03,2021-02-16,2019-08-12 22:29:54,2020-12-26 06:41:41
2019-01-22,2021-02-08,2019-09-13 20:55:15,2021-02-09 15:45:21
2018-12-26,2021-04-28,2019-06-27 04:03:27,2021-02-09 05:37:14
2019-08-19,2021-09-08,2019-08-31 22:12:20,2021-03-15 00:11:14
2019-05-07,2021-09-13,2019-08-17 14:13:27,2020-12-03 22:53:57
2019-09-16,2021-03-07,2018-11-08 19:59:33,2021-03-20 18:58:22
2019-06-19,2021-07-12,2019-09-19 06:25:43,2021-03-12 06:59:10
2019-02-16,2021-03-06,2019-04-26 18:37:30,2021-08-25 18:19:01
2018-12-14,2021-10-11,2019-03-06 06:34:03,2021-10-21 17:58:43
2019-07-30,2021-09-14,2019-08-04 13:21:13,2021-01-25 08:46:25
2019-04-19,2020-11-26,2019-05-27 11:34:27,2021-01-03 05:48:15
2019-05-11,2021-09-19,2019-03-05 04:59:34,2020-11-02 23:16:22
2018-11-13,2021-06-09,2019-05-31 23:46:02,2021-06-13 05:55:52
2019-08-24,2021-06-13,2019-08-11 09:13:04,2020-12-18 19:53:50
2019-02-10,2021-02-20,2019-05-15 19:57:06,2021-09-27 02:30:56
2019-05-17,2021-04-22,2018-11-02 04:38:14,2021-10-14 23:23:00
2019-02-16,2021-08-24,2018-11-14 10:55:29,2021-06-19 00:22:32
2019-04-24,2020-12-23,2019-10-12 16:22:13,2021-04-27 20:08:42
2019-01-25,2021-06-04,2019-06-19 04:38:11,2021-07-29 03:09:47
2018-12-10,2020-11-26,2019-06-24 15:23:07,2020-11-25 16:33:15
2019-09-20,2021-09-19,2019-08-17 13:27:31,2020-11-10 17:44:11
2019-09-25,2021-10-15,2019-05-20 20:58:30,2020-11-28 13:53:43
2019-06-10,2021-10-03,2019-07-16 02:43:21,2020-12-30 05:32:06
2019-06-24,2021-08-08,2019-09-29 07:46:12,2021-05-30 02:53:58
2019-08-05,2021-07-06,2018-12-09 13:27:53,2021-05-13 05:44:36
2018-12-18,2021-08-28,2019-01-15 12:33:26,2021-01-13 23:26:36
2019-07-09,2021-07-07,2019-05-22 00:57:00,2021-08-07 17:11:17
2019-05-17,2020-11-16,2019-10-23 08:55:29,2021-06-03 10:53:38
2019-07-31,2021-05-11,2019-07-31 11:30:45,2021-07-14 15:42:49
2019-10-14,2021-01-19,2019-04-12 20:05:10,2021-03-15 03:22:08
2019-06-13,2021-02-22,2019-09-12 14:03:34,2021-01-12 17:29:01
2019-08-19,2021-04-07,2019-09-10 07:36:17,2021-09-01 18:06:00
2019-10-16,2021-01-01,2019-10-14 04:43:57,2021-04-22 12:08:23
2019-07-09,2021-05-17,2019-01-08 23:56:56,2021-03-04 19:28:53
2019-07-11,2020-12-15,2019-08-23 09:30:57,2021-09-24 00:55:50
2019-08-09,2020-12-28,2019-07-16 04:36:51,2021-02-12 03:52:38
2018-11-25,2020-12-27,2018-11-12 10:52:13,2021-07-01 04:44:26
2018-11-30,2021-06-07,2019-09-14 14:38:35,2021-04-25 06:31:56
2019-01-13,2020-12-14,2019-08-15 02:33:36,2021-01-24 06:23:43
2019-05-03,2021-05-26,2019-04-09 21:21:10,2020-11-06 13:29:44
2019-10-04,2021-04-25,2019-10-15 13:55:21,2020-12-15 15:51:40
2019-08-11,2021-05-24,2019-01-01 08:42:25,2021-03-06 14:47:51
2018-12-28,2021-02-15,2019-06-10 20:37:24,2021-09-08 05:17:52
2019-08-07,2021-07-07,2019-05-19 08:56:06,2021-05-14 15:33:20
2019-01-17,2021-09-04,2019-03-20 11:14:07,2021-06-25 06:42:36
2018-12-22,2021-09-16,2019-03-22 14:12:51,2021-03-17 21:04:42
2019-01-18,2021-07-05,2019-09-28 21:36:36,2021-04-10 09:45:46
2019-08-14,2021-01-16,2019-09-20 00:27:05,2021-07-27 09:54:13
2018-11-29,2021-05-16,2019-06-19 05:01:23,2021-08-27 15:21:46
2018-11-17,2021-10-08,2019-06-30 22:53:37,2021-05-16 01:00:31
2019-02-10,2020-12-21,2019-09-22 07:24:00,2020-11-01 10:00:30
2019-09-06,2021-10-10,2018-12-08 22:55:15,2021-02-16 04:59:08
2019-07-25,2021-06-09,2019-03-15 09:05:24,2021-07-22 16:21:53
2019-04-22,2021-10-02,2019-05-13 02:53:58,2021-08-07 23:30:31
2019-03-16,2021-08-25,2019-06-07 23:57:30,2021-04-10 03:50:59
2019-08-14,2021-03-05,2018-12-18 06:28:02,2021-08-25 01:57:48
2019-08-09,2021-02-07,2019-01-03 17:41:55,2021-04-10 07:49:45
2019-07-13,2021-06-01,2019-03-02 23:39:41,2021-07-19 12:12:47
2018-12-23,2021-02-14,2019-01-18 00:36:02,2020-12-06 10:24:59
2019-02-27,2020-11-07,2018-11-05 13:06:11,2021-10-02 16:52:02
2019-01-15,2020-11-11,2019-08-15 07:57:58,2021-07-27 23:29:48
2018-12-14,2021-01-12,2019-02-13 23:00:57,2021-04-07 13:44:01
2018-12-30,2021-04-30,2019-06-13 23:33:40,2021-01-11 14:24:06
2019-06-30,2020-11-08,2019-04-10 11:50:26,2021-02-25 00:55:59
2019-02-12,2020-12-22,2019-10-09 03:43:36,2021-07-27 19:28:29
2019-02-24,2020-12-05,2019-08-23 19:32:59,2021-04-17 04:55:23
2019-03-03,2021-04-08,2019-05-30 20:52:11,2021-02-10 17:08:52
2019-10-15,2021-06-01,2018-11-22 07:19:48,2021-01-29 03:57:46
2019-08-11,2021-07-23,2018-11-28 21:06:03,2021-04-28 08:25:42
2018-11-11,2021-09-04,2019-06-19 14:19:17,2020-12-03 17:02:34
2018-12-17,2021-09-06,2019-04-04 13:31:51,2021-02-01 12:15:02
2019-07-06,2021-01-20,2019-09-05 16:06:53,2020-12-01 23:45:53
2019-02-04,2021-03-23,2019-10-15 01:14:38,2021-03-11 07:54:58
2019-08-07,2021-08-26,2019-06-19 04:58:51,2021-04-08 11:27:10
2019-04-20,2021-02-07,2019-06-17 20:11:20,2021-08-12 15:41:29
2019-07-17,2021-03-07,2019-08-08 20:32:04,2021-04-12 14:38:07
2019-03-26,2020-12-10,2018-12-16 02:06:33,2020-11-24 13:34:42
2019-03-13,2021-02-02,2019-03-07 22:45:19,2021-03-08 22:15:52
2019-08-04,2021-01-26,2019-10-16 06:52:58,2021-02-15 17:16:57
2019-02-05,2020-11-30,2019-02-11 15:12:46,2021-04-29 13:30:07
2019-08-02,2021-10-28,2019-05-15 21:40:13,2021-04-15 14:16:44
2019-07-17,2021-05-31,2019-03-14 10:11:26,2021-07-10 21:54:55
2019-09-19,2020-12-08,2018-12-23 06:13:19,2021-03-04 05:35:29
2019-06-08,2021-06-27,2018-12-13 14:39:27,2021-01-24 01:46:16
2019-05-14,2021-04-03,2018-12-25 21:08:43,2021-01-18 23:52:46
2019-04-05,2021-02-06,2018-11-20 10:17:48,2021-06-22 17:30:10
2018-11-21,2021-02-28,2019-02-09 00:27:21,2020-12-02 03:36:26
2019-10-11,2021-05-31,2019-08-30 22:34:16,2021-03-13 23:17:03
2019-01-19,2021-09-06,2019-06-24 01:48:46,2021-04-24 23:13:13
2019-01-07,2021-10-11,2019-06-07 18:36:18,2021-01-10 08:27:49
2019-09-20,2021-03-08,2019-04-22 01:21:12,2021-05-01 19:36:59
2019-09-02,2021-03-19,2019-10-18 08:18:44,2021-06-20 17:45:25
2019-08-18,2021-04-08,2018-12-18 20:27:41,2021-03-10 19:58:46
2019-03-07,2021-07-22,2019-06-13 07:11:19,2020-11-01 19:38:39
2019-07-06,2021-01-18,2019-07-24 18:41:42,2021-07-01 03:01:49
2019-02-06,2021-05-12,2019-08-04 06:13:43,2021-05-18 04:41:34
2019-02-22,2020-11-06,2019-10-23 07:20:25,2021-08-19 08:50:34
2019-09-23,2021-04-26,2019-04-11 02:10:15,2021-07-19 09:03:07
2019-02-11,2021-04-18,2018-11-27 00:56:43,2020-11-21 08:52:02
2019-10-11,2021-05-07,2019-05-31 09:50:51,2021-01-15 11:19:27
2019-03-12,2020-12-13,2019-05-13 14:28:29,2021-07-06 17:01:03
2019-10-20,2020-11-10,2019-01-25 09:29:08,2020-11-20 15:17:43
2019-03-20,2021-08-22,2018-12-12 08:05:42,2021-02-13 16:23:41
2019-08-12,2021-10-27,2019-05-06 20:05:55,2021-02-23 20:59:18
2018-11-03,2021-07-24,2019-08-10 03:36:21,2020-11-25 00:20:54
2019-04-25,2021-03-23,2019-09-25 18:51:31,2021-07-24 15:24:47
2018-12-01,2021-06-20,2019-01-17 16:54:14,2021-05-07 01:52:15
2019-06-10,2020-12-09,2019-07-12 22:33:17,2021-01-28 20:21:24
2019-05-17,2021-04-17,2019-09-10 11:02:07,2021-10-03 00:53:41
2019-04-16,2021-04-12,2019-03-18 04:40:02,2021-05-30 12:46:36
2019-05-26,2021-06-22,2019-02-11 23:24:30,2021-08-11 00:44:05
2019-07-10,2021-02-07,2018-11-27 23:53:54,2021-07-24 19:03:11
2019-10-31,2021-05-26,2018-11-02 09:28:47,2020-12-05 22:37:22
2019-06-22,2021-03-12,2019-08-20 23:18:47,2021-04-02 10:23:36
2019-07-19,2021-05-28,2019-03-07 04:58:40,2021-01-21 22:22:09
2018-12-17,2021-06-03,2019-02-28 13:14:44,2021-01-05 13:26:49
2019-08-22,2020-11-15,2019-07-04 17:04:28,2021-03-26 09:17:48
2019-02-02,2021-05-22,2019-10-28 07:49:44,2020-12-28 13:03:32
2019-04-18,2021-10-29,2019-01-25 18:00:05,2020-11-13 15:18:23
2019-06-05,2021-05-29,2019-03-14 00:25:53,2021-06-12 16:58:47
2019-01-25,2021-09-29,2018-11-10 23:04:15,2020-12-08 06:54:05
2019-07-08,2021-06-19,2019-08-23 03:37:28,2020-12-30 07:09:07
2019-03-26,2021-01-26,2018-12-24 13:43:43,2021-07-04 18:51:13
2019-01-12,2021-02-20,2019-03-22 18:15:40,2021-07-09 10:05:19
2019-06-03,2021-04-13,2019-04-09 11:02:52,2020-12-01 13:30:18
2019-01-09,2020-12-21,2019-07-22 05:58:59,2021-03-10 00:25:35
2019-03-09,2021-04-08,2019-07-25 13:49:56,2021-08-05 00:12:43
2019-08-17,2021-06-10,2019-01-26 15:25:48,2021-05-24 01:14:05
2019-09-22,2020-11-03,2019-06-13 05:17:29,2021-04-15 07:38:17
2019-05-12,2020-12-17,2019-05-30 23:56:05,2021-04-24 06:41:59
2019-02-14,2021-03-08,2019-09-21 13:47:59,2021-07-06 17:01:54
2019-07-03,2020-11-01,2019-07-01 16:44:35,2021-03-09 07:41:05
2019-04-20,2021-06-05,2018-12-03 22:26:30,2021-03-25 15:13:22
2019-06-02,2021-06-26,2019-06-23 16:01:51,2021-01-21 08:08:27
2018-12-10,2021-09-23,2019-04-21 11:03:53,2021-05-26 14:55:21
2019-06-01,2021-04-16,2019-10-14 20:08:29,2021-07-06 12:41:29
2019-08-09,2021-09-30,2019-05-05 17:17:09,2021-02-07 09:19:09
2019-08-22,2021-05-29,2019-07-10 19:18:07,2021-07-20 00:51:33
2019-01-18,2021-09-17,2019-09-16 09:46:44,2020-12-09 18:37:38
2019-07-15,2020-12-12,2019-03-16 15:54:04,2021-09-30 20:02:34
2019-05-21,2021-07-16,2018-11-03 01:21:13,2021-07-26 04:06:17
2019-01-04,2021-06-07,2019-01-17 03:37:29,2021-04-04 07:11:35
2019-03-31,2021-02-26,2019-04-09 21:53:05,2020-11-26 18:13:36
2019-01-01,2021-05-04,2019-01-02 07:23:15,2021-10-01 21:11:58
2019-01-25,2021-08-07,2018-11-23 06:19:17,2020-12-13 20:11:51
2019-08-01,2021-08-07,2019-03-15 06:32:42,2021-10-05 06:03:32
2019-04-26,2020-12-22,2019-09-29 05:58:43,2021-06-18 23:30:32
2019-06-18,2021-06-15,2018-12-22 15:16:08,2021-07-15 22:45:28
2019-05-26,2021-07-10,2019-01-31 10:08:40,2021-06-17 19:02:36
2019-09-13,2021-09-27,2019-04-14 01:19:15,2021-05-22 02:56:49
2019-10-09,2021-02-07,2019-07-03 03:53:15,2021-03-31 22:12:02
2019-02-23,2021-04-11,2019-06-29 06:42:18,2021-05-02 16:40:17
2019-05-17,2021-09-29,2019-02-12 06:42:34,2021-04-05 07:20:25
2018-11-01,2021-04-02,2018-11-27 07:48:43,2021-05-21 01:32:40
2018-12-16,2021-10-08,2019-05-19 23:22:25,2021-01-16 23:08:27
2018-12-25,2020-11-30,2019-01-10 15:47:50,2021-09-27 23:00:06
2019-10-08,2021-06-07,2019-08-08 13:40:07,2021-09-22 01:03:13
2019-01-18,2021-06-17,2019-08-23 03:52:27,2020-12-08 05:20:04
2019-02-14,2021-01-10,2019-08-23 15:45:48,2021-08-17 17:23:08
2019-03-07,2021-03-03,2019-10-12 19:29:35,2021-05-11 23:28:47
2018-12-18,2021-10-27,2018-12-25 09:21:46,2021-04-23 21:41:06
2019-01-21,2021-06-26,2019-06-15 08:07:06,2021-06-01 23:28:48
2019-04-20,2021-04-05,2019-06-13 03:39:03,2021-09-13 20:21:59
2019-02-19,2021-03-06,2019-02-09 08:40:39,2021-09-15 14:57:30
2019-02-12,2020-12-22,2019-05-12 22:50:20,2020-11-09 00:34:11
2019-08-26,2021-03-05,2019-08-24 12:33:43,2020-12-23 01:41:43
2019-09-08,2021-04-04,2019-08-10 16:17:35,2020-11-02 03:58:30
2019-10-27,2021-04-20,2018-11-09 08:57:17,2021-04-25 11:58:23
2019-03-03,2021-06-20,2019-04-25 20:50:36,2021-04-19 15:42:43
2019-06-13,2021-06-21,2019-10-14 04:22:20,2021-07-05 22:51:16
2018-12-20,2021-10-01,2019-05-11 13:34:06,2021-06-06 21:53:23
2018-12-10,2021-03-15,2019-03-10 21:39:50,2021-05-29 17:56:56
2019-04-29,2021-08-06,2019-05-14 06:46:31,2021-08-16 17:02:53
2019-06-13,2021-07-24,2019-09-10 11:13:54,2021-01-23 03:36:31
2019-09-21,2021-04-22,2019-08-12 04:46:22,2021-01-08 04:35:29
2019-07-22,2021-04-05,2018-12-17 22:29:34,2020-12-28 07:03:10
2019-09-13,2021-04-11,2019-10-08 18:19:43,2021-03-13 10:34:21
2019-10-31,2021-02-19,2018-11-09 09:38:11,2021-01-09 16:43:45
2019-07-03,2021-05-14,2019-01-10 02:17:44,2021-06-25 21:45:48
2019-03-23,2021-09-14,2019-06-05 10:09:02,2021-04-04 08:44:46
2019-09-27,2020-12-06,2019-09-22 13:06:23,2021-02-08 23:46:45
2019-03-02,2021-01-09,2019-01-23 08:36:54,2021-08-23 11:38:15
2019-07-14,2021-02-05,2019-05-11 10:09:19,2021-01-21 18:20:37
2019-08-27,2021-04-28,2019-10-06 14:03:15,2020-11-27 10:39:11
2019-08-24,2020-12-05,2019-06-08 17:08:47,2021-07-07 21:28:47
2019-02-25,2021-04-21,2019-03-25 21:46:00,2021-07-24 08:31:22
2019-03-12,2021-02-01,2019-08-26 04:29:10,2021-01-02 03:02:51
2019-01-13,2021-08-28,2019-06-10 11:03:12,2021-07-28 04:18:56
2019-09-02,2021-10-08,2019-09-21 10:40:51,2021-03-08 22:45:35
2019-07-11,2021-04-10,2019-09-29 07:16:07,2021-05-16 06:51:34
2019-01-06,2021-06-02,2019-05-07 04:06:08,2021-10-16 07:51:16
2018-12-02,2021-09-13,2019-06-04 09:10:58,2021-10-29 18:17:21
2019-04-28,2021-03-23,2019-07-16 14:05:15,2021-08-02 14:58:27
2019-09-06,2021-01-09,2019-04-22 09:28:47,2021-01-22 21:41:10
2019-05-07,2020-11-08,2019-03-09 00:51:04,2020-12-10 14:33:41
2019-03-14,2021-02-14,2018-12-26 05:43:21,2020-12-23 17:51:07
2019-07-06,2021-06-26,2019-09-24 16:18:04,2021-04-30 23:39:04
2019-08-05,2021-03-28,2019-09-18 19:30:27,2021-05-31 07:56:35
2019-09-27,2021-02-03,2019-01-05 20:07:53,2021-05-09 01:48:37
2019-04-16,2021-09-25,2019-03-22 09:29:13,2021-02-02 18:00:39
2019-08-09,2021-06-28,2019-09-15 08:03:27,2021-02-18 11:50:40
2019-04-14,2020-12-03,2019-05-02 19:03:27,2021-04-25 23:42:57
2018-12-31,2021-07-29,2018-12-18 14:03:54,2021-04-25 02:51:14
2019-02-28,2021-10-30,2019-09-24 15:34:03,2020-11-23 16:50:15
2018-11-30,2021-08-31,2019-08-08 02:28:14,2021-09-21 07:13:34
2019-06-13,2021-07-24,2019-05-13 15:14:27,2021-03-01 13:12:41
2019-01-18,2021-04-29,2019-10-09 09:47:25,2021-02-16 19:38:50
2019-08-03,2021-07-12,2019-06-30 14:35:57,2021-10-29 19:51:09
2019-02-07,2021-06-29,2019-02-13 18:01:39,2021-06-21 00:35:24
2019-03-02,2021-04-01,2019-01-20 13:23:06,2021-05-04 10:22:07
2019-03-09,2021-06-01,2019-05-05 17:56:25,2021-09-03 17:22:22
